pair_id,id1,id2,file1,file2,label
53872,8708052,12731597,src/0870/Snippet_8708052.java,src/1273/Snippet_12731597.java,False
53945,106595,945981,src/0010/Snippet_106595.java,src/0094/Snippet_945981.java,True
54118,7681426,4579205,src/0768/Snippet_7681426.java,src/0457/Snippet_4579205.java,True
54615,18673631,22580642,src/1867/Snippet_18673631.java,src/2258/Snippet_22580642.java,True
54944,19687458,1215899,src/1968/Snippet_19687458.java,src/0121/Snippet_1215899.java,True
55164,1362134,4932279,src/0136/Snippet_1362134.java,src/0493/Snippet_4932279.java,True
56213,636711,8174539,src/0063/Snippet_636711.java,src/0817/Snippet_8174539.java,True
56802,22043834,2238218,src/2204/Snippet_22043834.java,src/0223/Snippet_2238218.java,True
56837,3050742,6023157,src/0305/Snippet_3050742.java,src/0602/Snippet_6023157.java,False
57174,9689181,8309142,src/0968/Snippet_9689181.java,src/0830/Snippet_8309142.java,True
58655,13104737,22442269,src/1310/Snippet_13104737.java,src/2244/Snippet_22442269.java,True
58845,7861020,3253024,src/0786/Snippet_7861020.java,src/0325/Snippet_3253024.java,True
59642,9530015,22275471,src/0953/Snippet_9530015.java,src/2227/Snippet_22275471.java,False
59942,19943672,17662458,src/1994/Snippet_19943672.java,src/1766/Snippet_17662458.java,False
60738,3772396,15607084,src/0377/Snippet_3772396.java,src/1560/Snippet_15607084.java,False
61324,18269745,19582152,src/1826/Snippet_18269745.java,src/1958/Snippet_19582152.java,True
61483,13924908,21781575,src/1392/Snippet_13924908.java,src/2178/Snippet_21781575.java,True
61733,13212350,9480908,src/1321/Snippet_13212350.java,src/0948/Snippet_9480908.java,False
62535,9434056,10923940,src/0943/Snippet_9434056.java,src/1092/Snippet_10923940.java,False
62894,2232619,21321506,src/0223/Snippet_2232619.java,src/2132/Snippet_21321506.java,True
63156,19045087,9983984,src/1904/Snippet_19045087.java,src/0998/Snippet_9983984.java,False
63491,6217449,9361117,src/0621/Snippet_6217449.java,src/0936/Snippet_9361117.java,False
63556,20508692,11397480,src/2050/Snippet_20508692.java,src/1139/Snippet_11397480.java,True
63780,778641,1955681,src/0077/Snippet_778641.java,src/0195/Snippet_1955681.java,True
63918,13569337,7008364,src/1356/Snippet_13569337.java,src/0700/Snippet_7008364.java,True
65290,14412812,655442,src/1441/Snippet_14412812.java,src/0065/Snippet_655442.java,False
66287,12678589,3430781,src/1267/Snippet_12678589.java,src/0343/Snippet_3430781.java,True
66613,11730227,4569312,src/1173/Snippet_11730227.java,src/0456/Snippet_4569312.java,False
66645,523070,4245652,src/0052/Snippet_523070.java,src/0424/Snippet_4245652.java,False
67136,3291802,19360796,src/0329/Snippet_3291802.java,src/1936/Snippet_19360796.java,False
67348,3104483,21693488,src/0310/Snippet_3104483.java,src/2169/Snippet_21693488.java,False
68517,18822890,14885369,src/1882/Snippet_18822890.java,src/1488/Snippet_14885369.java,False
68872,3573409,14007786,src/0357/Snippet_3573409.java,src/1400/Snippet_14007786.java,True
69403,18640710,10368839,src/1864/Snippet_18640710.java,src/1036/Snippet_10368839.java,False
70394,35934,23537684,src/0003/Snippet_35934.java,src/2353/Snippet_23537684.java,True
70674,13682237,17212962,src/1368/Snippet_13682237.java,src/1721/Snippet_17212962.java,True
71262,23677148,7306114,src/2367/Snippet_23677148.java,src/0730/Snippet_7306114.java,False
71744,19292974,1263069,src/1929/Snippet_19292974.java,src/0126/Snippet_1263069.java,False
71849,21321505,1142776,src/2132/Snippet_21321505.java,src/0114/Snippet_1142776.java,False
71942,15292162,16250771,src/1529/Snippet_15292162.java,src/1625/Snippet_16250771.java,False
71951,17404914,18892407,src/1740/Snippet_17404914.java,src/1889/Snippet_18892407.java,False
72132,4645054,2533570,src/0464/Snippet_4645054.java,src/0253/Snippet_2533570.java,False
72306,19050843,13930252,src/1905/Snippet_19050843.java,src/1393/Snippet_13930252.java,False
72574,23428514,20506425,src/2342/Snippet_23428514.java,src/2050/Snippet_20506425.java,False
72792,6908734,10062076,src/0690/Snippet_6908734.java,src/1006/Snippet_10062076.java,False
72933,1677876,11751791,src/0167/Snippet_1677876.java,src/1175/Snippet_11751791.java,False
72965,151885,21930706,src/0015/Snippet_151885.java,src/2193/Snippet_21930706.java,True
73201,20036910,5138483,src/2003/Snippet_20036910.java,src/0513/Snippet_5138483.java,True
73372,19689457,7093301,src/1968/Snippet_19689457.java,src/0709/Snippet_7093301.java,False
74299,4382405,12394789,src/0438/Snippet_4382405.java,src/1239/Snippet_12394789.java,True
74441,19423749,19019536,src/1942/Snippet_19423749.java,src/1901/Snippet_19019536.java,True
74637,16055802,17775422,src/1605/Snippet_16055802.java,src/1777/Snippet_17775422.java,False
74870,3710850,5127007,src/0371/Snippet_3710850.java,src/0512/Snippet_5127007.java,False
74878,19643372,16351776,src/1964/Snippet_19643372.java,src/1635/Snippet_16351776.java,True
76066,146579,12524256,src/0014/Snippet_146579.java,src/1252/Snippet_12524256.java,True
76365,3761653,9924414,src/0376/Snippet_3761653.java,src/0992/Snippet_9924414.java,False
76819,21364786,7776792,src/2136/Snippet_21364786.java,src/0777/Snippet_7776792.java,False
77060,18413512,10332951,src/1841/Snippet_18413512.java,src/1033/Snippet_10332951.java,False
77449,22768446,6957384,src/2276/Snippet_22768446.java,src/0695/Snippet_6957384.java,False
77680,14876163,6310814,src/1487/Snippet_14876163.java,src/0631/Snippet_6310814.java,False
78463,21374041,23004741,src/2137/Snippet_21374041.java,src/2300/Snippet_23004741.java,False
78711,23618963,17729553,src/2361/Snippet_23618963.java,src/1772/Snippet_17729553.java,True
78898,19292974,14957786,src/1929/Snippet_19292974.java,src/1495/Snippet_14957786.java,True
78957,19144041,5667973,src/1914/Snippet_19144041.java,src/0566/Snippet_5667973.java,False
79046,9152056,19653581,src/0915/Snippet_9152056.java,src/1965/Snippet_19653581.java,True
79688,3573409,22274573,src/0357/Snippet_3573409.java,src/2227/Snippet_22274573.java,True
81247,23147990,1820410,src/2314/Snippet_23147990.java,src/0182/Snippet_1820410.java,True
82582,17335375,4928350,src/1733/Snippet_17335375.java,src/0492/Snippet_4928350.java,True
82627,15527452,2857623,src/1552/Snippet_15527452.java,src/0285/Snippet_2857623.java,True
82804,9371509,848240,src/0937/Snippet_9371509.java,src/0084/Snippet_848240.java,False
83667,4497273,10313906,src/0449/Snippet_4497273.java,src/1031/Snippet_10313906.java,False
84002,21492244,19142737,src/2149/Snippet_21492244.java,src/1914/Snippet_19142737.java,False
84216,2970674,23048529,src/0297/Snippet_2970674.java,src/2304/Snippet_23048529.java,False
84349,15571541,3024977,src/1557/Snippet_15571541.java,src/0302/Snippet_3024977.java,True
84491,20068373,19652844,src/2006/Snippet_20068373.java,src/1965/Snippet_19652844.java,False
84714,3229361,699719,src/0322/Snippet_3229361.java,src/0069/Snippet_699719.java,False
85131,6492265,354276,src/0649/Snippet_6492265.java,src/0035/Snippet_354276.java,False
85544,35934,9593609,src/0003/Snippet_35934.java,src/0959/Snippet_9593609.java,True
85884,10524166,10690728,src/1052/Snippet_10524166.java,src/1069/Snippet_10690728.java,True
85965,272875,21930706,src/0027/Snippet_272875.java,src/2193/Snippet_21930706.java,True
88025,93208,2033320,src/0009/Snippet_93208.java,src/0203/Snippet_2033320.java,True
88914,11012490,19710610,src/1101/Snippet_11012490.java,src/1971/Snippet_19710610.java,True
89083,10521243,4511510,src/1052/Snippet_10521243.java,src/0451/Snippet_4511510.java,True
89318,19579830,17439818,src/1957/Snippet_19579830.java,src/1743/Snippet_17439818.java,True
89511,21489106,21405565,src/2148/Snippet_21489106.java,src/2140/Snippet_21405565.java,True
89771,22915885,12306296,src/2291/Snippet_22915885.java,src/1230/Snippet_12306296.java,False
89814,3942117,8966082,src/0394/Snippet_3942117.java,src/0896/Snippet_8966082.java,True
90872,2066343,5667973,src/0206/Snippet_2066343.java,src/0566/Snippet_5667973.java,True
91161,16553581,14667674,src/1655/Snippet_16553581.java,src/1466/Snippet_14667674.java,False
92337,5613811,20777139,src/0561/Snippet_5613811.java,src/2077/Snippet_20777139.java,False
94511,16351776,15225841,src/1635/Snippet_16351776.java,src/1522/Snippet_15225841.java,True
94689,314795,443341,src/0031/Snippet_314795.java,src/0044/Snippet_443341.java,False
94769,23036596,1008325,src/2303/Snippet_23036596.java,src/0100/Snippet_1008325.java,True
95325,20741835,20436817,src/2074/Snippet_20741835.java,src/2043/Snippet_20436817.java,False
95656,16805228,249612,src/1680/Snippet_16805228.java,src/0024/Snippet_249612.java,True
95674,2078803,17456434,src/0207/Snippet_2078803.java,src/1745/Snippet_17456434.java,False
95763,1760355,4397068,src/0176/Snippet_1760355.java,src/0439/Snippet_4397068.java,True
96126,21144775,12626917,src/2114/Snippet_21144775.java,src/1262/Snippet_12626917.java,False
96214,18292115,12555621,src/1829/Snippet_18292115.java,src/1255/Snippet_12555621.java,True
96781,18451906,21462055,src/1845/Snippet_18451906.java,src/2146/Snippet_21462055.java,False
97251,7315828,19409751,src/0731/Snippet_7315828.java,src/1940/Snippet_19409751.java,True
97573,13665830,12660384,src/1366/Snippet_13665830.java,src/1266/Snippet_12660384.java,True
97736,15236847,7300267,src/1523/Snippet_15236847.java,src/0730/Snippet_7300267.java,False
97758,10520135,19471651,src/1052/Snippet_10520135.java,src/1947/Snippet_19471651.java,True
97793,3945057,16307790,src/0394/Snippet_3945057.java,src/1630/Snippet_16307790.java,False
97923,19260977,14692427,src/1926/Snippet_19260977.java,src/1469/Snippet_14692427.java,False
98246,23192841,763710,src/2319/Snippet_23192841.java,src/0076/Snippet_763710.java,False
98907,1508164,4774514,src/0150/Snippet_1508164.java,src/0477/Snippet_4774514.java,False
99704,10109343,347631,src/1010/Snippet_10109343.java,src/0034/Snippet_347631.java,True
101255,21405565,22560734,src/2140/Snippet_21405565.java,src/2256/Snippet_22560734.java,False
101414,15957269,8841555,src/1595/Snippet_15957269.java,src/0884/Snippet_8841555.java,False
101639,6387775,3087100,src/0638/Snippet_6387775.java,src/0308/Snippet_3087100.java,True
101883,5938972,7283902,src/0593/Snippet_5938972.java,src/0728/Snippet_7283902.java,False
101913,19752875,16389745,src/1975/Snippet_19752875.java,src/1638/Snippet_16389745.java,True
102664,9621596,18054947,src/0962/Snippet_9621596.java,src/1805/Snippet_18054947.java,True
103198,9477468,638963,src/0947/Snippet_9477468.java,src/0063/Snippet_638963.java,True
103225,3520277,6544682,src/0352/Snippet_3520277.java,src/0654/Snippet_6544682.java,False
103831,4193495,19292974,src/0419/Snippet_4193495.java,src/1929/Snippet_19292974.java,False
103996,1044656,17299308,src/0104/Snippet_1044656.java,src/1729/Snippet_17299308.java,False
104053,14319557,16475859,src/1431/Snippet_14319557.java,src/1647/Snippet_16475859.java,False
104180,14416222,9295754,src/1441/Snippet_14416222.java,src/0929/Snippet_9295754.java,False
104555,2169065,10482004,src/0216/Snippet_2169065.java,src/1048/Snippet_10482004.java,True
104837,18880060,6844411,src/1888/Snippet_18880060.java,src/0684/Snippet_6844411.java,True
105239,16520895,18972693,src/1652/Snippet_16520895.java,src/1897/Snippet_18972693.java,True
105389,19947818,3375723,src/1994/Snippet_19947818.java,src/0337/Snippet_3375723.java,True
105409,12967783,576161,src/1296/Snippet_12967783.java,src/0057/Snippet_576161.java,False
105907,6814622,14311145,src/0681/Snippet_6814622.java,src/1431/Snippet_14311145.java,False
106851,21386162,18034360,src/2138/Snippet_21386162.java,src/1803/Snippet_18034360.java,True
107175,22486941,543575,src/2248/Snippet_22486941.java,src/0054/Snippet_543575.java,False
107473,18241505,11958349,src/1824/Snippet_18241505.java,src/1195/Snippet_11958349.java,False
107570,18464490,6319887,src/1846/Snippet_18464490.java,src/0631/Snippet_6319887.java,True
107786,2716763,13048963,src/0271/Snippet_2716763.java,src/1304/Snippet_13048963.java,True
108618,10943077,17468430,src/1094/Snippet_10943077.java,src/1746/Snippet_17468430.java,False
108633,13848422,23227325,src/1384/Snippet_13848422.java,src/2322/Snippet_23227325.java,True
109680,16307790,21722036,src/1630/Snippet_16307790.java,src/2172/Snippet_21722036.java,True
110665,3318214,16579945,src/0331/Snippet_3318214.java,src/1657/Snippet_16579945.java,True
111579,4975452,742902,src/0497/Snippet_4975452.java,src/0074/Snippet_742902.java,False
111764,17871426,4798330,src/1787/Snippet_17871426.java,src/0479/Snippet_4798330.java,False
111834,1684606,16762677,src/0168/Snippet_1684606.java,src/1676/Snippet_16762677.java,True
112235,10516730,17638226,src/1051/Snippet_10516730.java,src/1763/Snippet_17638226.java,True
113206,13336051,21947196,src/1333/Snippet_13336051.java,src/2194/Snippet_21947196.java,False
113346,17542341,35934,src/1754/Snippet_17542341.java,src/0003/Snippet_35934.java,False
113349,18865693,8546232,src/1886/Snippet_18865693.java,src/0854/Snippet_8546232.java,True
113475,21321506,22050257,src/2132/Snippet_21321506.java,src/2205/Snippet_22050257.java,True
113609,9632237,19063414,src/0963/Snippet_9632237.java,src/1906/Snippet_19063414.java,False
113668,3262458,10345032,src/0326/Snippet_3262458.java,src/1034/Snippet_10345032.java,False
114351,22135198,9385030,src/2213/Snippet_22135198.java,src/0938/Snippet_9385030.java,True
114576,20822727,14936644,src/2082/Snippet_20822727.java,src/1493/Snippet_14936644.java,False
114975,7757210,22207779,src/0775/Snippet_7757210.java,src/2220/Snippet_22207779.java,True
115266,10368839,21803552,src/1036/Snippet_10368839.java,src/2180/Snippet_21803552.java,True
116276,15626460,12044336,src/1562/Snippet_15626460.java,src/1204/Snippet_12044336.java,True
116739,22608284,8054454,src/2260/Snippet_22608284.java,src/0805/Snippet_8054454.java,False
116970,19897048,10771590,src/1989/Snippet_19897048.java,src/1077/Snippet_10771590.java,False
117301,21937981,15515642,src/2193/Snippet_21937981.java,src/1551/Snippet_15515642.java,True
117308,9295754,19295210,src/0929/Snippet_9295754.java,src/1929/Snippet_19295210.java,True
118972,19180786,20467314,src/1918/Snippet_19180786.java,src/2046/Snippet_20467314.java,False
119169,23677135,19131858,src/2367/Snippet_23677135.java,src/1913/Snippet_19131858.java,False
119346,5456371,16280341,src/0545/Snippet_5456371.java,src/1628/Snippet_16280341.java,False
119629,1966263,196392,src/0196/Snippet_1966263.java,src/0019/Snippet_196392.java,False
119946,1008332,934048,src/0100/Snippet_1008332.java,src/0093/Snippet_934048.java,True
119971,4977583,20586748,src/0497/Snippet_4977583.java,src/2058/Snippet_20586748.java,False
120096,13848422,2014383,src/1384/Snippet_13848422.java,src/0201/Snippet_2014383.java,False
120116,19147293,3291802,src/1914/Snippet_19147293.java,src/0329/Snippet_3291802.java,True
120351,3867253,13952259,src/0386/Snippet_3867253.java,src/1395/Snippet_13952259.java,False
120465,23677121,20869815,src/2367/Snippet_23677121.java,src/2086/Snippet_20869815.java,False
120764,2603514,17638226,src/0260/Snippet_2603514.java,src/1763/Snippet_17638226.java,True
120944,13292215,12678042,src/1329/Snippet_13292215.java,src/1267/Snippet_12678042.java,False
121035,22755555,20696810,src/2275/Snippet_22755555.java,src/2069/Snippet_20696810.java,False
121263,20826357,21014321,src/2082/Snippet_20826357.java,src/2101/Snippet_21014321.java,False
121552,3054600,11904056,src/0305/Snippet_3054600.java,src/1190/Snippet_11904056.java,True
121761,10318446,14899566,src/1031/Snippet_10318446.java,src/1489/Snippet_14899566.java,True
122343,282431,5375381,src/0028/Snippet_282431.java,src/0537/Snippet_5375381.java,True
123172,15506300,23484507,src/1550/Snippet_15506300.java,src/2348/Snippet_23484507.java,True
124205,16445797,14556892,src/1644/Snippet_16445797.java,src/1455/Snippet_14556892.java,False
125362,1995571,5483489,src/0199/Snippet_1995571.java,src/0548/Snippet_5483489.java,False
125710,5985718,13325917,src/0598/Snippet_5985718.java,src/1332/Snippet_13325917.java,False
126516,18623183,11519124,src/1862/Snippet_18623183.java,src/1151/Snippet_11519124.java,True
126882,10207809,17497944,src/1020/Snippet_10207809.java,src/1749/Snippet_17497944.java,True
126935,4209926,7669917,src/0420/Snippet_4209926.java,src/0766/Snippet_7669917.java,True
127253,6068118,1026391,src/0606/Snippet_6068118.java,src/0102/Snippet_1026391.java,False
127324,6214331,13691658,src/0621/Snippet_6214331.java,src/1369/Snippet_13691658.java,True
128093,6217449,19424366,src/0621/Snippet_6217449.java,src/1942/Snippet_19424366.java,False
128168,4579115,10207808,src/0457/Snippet_4579115.java,src/1020/Snippet_10207808.java,True
129592,7460229,19295210,src/0746/Snippet_7460229.java,src/1929/Snippet_19295210.java,False
130394,8062077,8344458,src/0806/Snippet_8062077.java,src/0834/Snippet_8344458.java,False
130679,16008963,16005062,src/1600/Snippet_16008963.java,src/1600/Snippet_16005062.java,True
130889,18773070,11776522,src/1877/Snippet_18773070.java,src/1177/Snippet_11776522.java,True
131869,3447266,16924659,src/0344/Snippet_3447266.java,src/1692/Snippet_16924659.java,True
132040,17341373,18060082,src/1734/Snippet_17341373.java,src/1806/Snippet_18060082.java,True
132321,13741605,19396006,src/1374/Snippet_13741605.java,src/1939/Snippet_19396006.java,True
132352,21752108,8041989,src/2175/Snippet_21752108.java,src/0804/Snippet_8041989.java,True
132378,9383862,19651243,src/0938/Snippet_9383862.java,src/1965/Snippet_19651243.java,False
132413,16333373,6371585,src/1633/Snippet_16333373.java,src/0637/Snippet_6371585.java,False
132731,22899260,8969940,src/2289/Snippet_22899260.java,src/0896/Snippet_8969940.java,False
132915,16537089,20587078,src/1653/Snippet_16537089.java,src/2058/Snippet_20587078.java,False
133470,783717,1966262,src/0078/Snippet_783717.java,src/0196/Snippet_1966262.java,True
133636,22742292,4866624,src/2274/Snippet_22742292.java,src/0486/Snippet_4866624.java,False
133827,20080195,11893997,src/2008/Snippet_20080195.java,src/1189/Snippet_11893997.java,False
134628,15211815,1831861,src/1521/Snippet_15211815.java,src/0183/Snippet_1831861.java,False
136306,4988270,5645175,src/0498/Snippet_4988270.java,src/0564/Snippet_5645175.java,False
136435,90593,15035227,src/0009/Snippet_90593.java,src/1503/Snippet_15035227.java,True
137174,20020133,2215295,src/2002/Snippet_20020133.java,src/0221/Snippet_2215295.java,False
137235,4317626,10473584,src/0431/Snippet_4317626.java,src/1047/Snippet_10473584.java,False
137377,15700438,17545948,src/1570/Snippet_15700438.java,src/1754/Snippet_17545948.java,False
137795,15599613,14782656,src/1559/Snippet_15599613.java,src/1478/Snippet_14782656.java,False
138205,6379125,13555352,src/0637/Snippet_6379125.java,src/1355/Snippet_13555352.java,False
138579,19147301,3319146,src/1914/Snippet_19147301.java,src/0331/Snippet_3319146.java,True
138739,3026763,14050308,src/0302/Snippet_3026763.java,src/1405/Snippet_14050308.java,True
138890,1367602,4542694,src/0136/Snippet_1367602.java,src/0454/Snippet_4542694.java,False
