1321,1322,0.8973214
1324,2537,0.7916667
1339,2813,1.0
1345,2248,1.0
1350,2332,1.0
1350,2297,0.75714284
1359,2433,1.0
1368,2132,1.0
1390,1476,1.0
1419,2415,1.0
1420,1663,0.98861915
1435,2538,1.0
1460,2667,1.0
1461,1773,1.0
1482,2845,1.0
1482,2555,1.0
1491,2045,1.0
1501,1679,1.0
1505,1881,1.0
1514,2256,1.0
1528,1863,0.8120301
1530,2863,1.0
1546,1980,1.0
1552,2437,1.0
1563,2045,1.0
1573,2552,0.7
1579,2046,0.9636804
1589,2513,1.0
1589,2272,0.721519
1590,1719,1.0
1594,1595,0.7834395
1598,2261,1.0
1598,1979,1.0
1619,2636,1.0
1624,2314,1.0
1637,1638,0.85271317
1642,1856,1.0
1644,1891,1.0
1645,2108,0.89772725
1648,1650,0.8158254
1653,1707,0.7163636
1662,2265,1.0
1664,2705,1.0
1674,2002,1.0
1680,1841,0.9915612
1683,2614,1.0
1712,2619,0.83516484
1720,2874,0.7605634
1720,2434,1.0
1729,2289,0.9194631
1737,2361,1.0
1746,2805,1.0
1754,1991,1.0
1773,2668,1.0
1776,1930,0.8103448
1778,1997,0.85620916
1796,2182,1.0
1802,2637,1.0
1819,2703,1.0
1828,1837,1.0
1829,2222,1.0
1837,2703,0.72
1845,1974,0.9306931
1878,1932,0.70229006
1878,2509,0.92907804
1896,2865,0.775
1896,2140,0.7916667
1898,2207,1.0
1901,1940,1.0
1930,2711,0.8103448
1938,2830,1.0
1956,2397,0.83557045
1959,2767,1.0
2037,2038,1.0
2054,2055,0.7220447
2063,2265,1.0
2063,2133,1.0
2064,2065,0.7365854
2078,2348,0.8670886
2089,2705,1.0
2089,2145,0.70866144
2140,2865,0.83035713
2155,2156,0.832
2159,2234,0.7525773
2161,2548,0.70666665
2187,2562,1.0
2251,2734,1.0
2284,2411,1.0
2291,2503,0.7388535
2297,2332,0.75714284
2300,2637,1.0
2315,2431,0.8090909
2315,2316,0.8018018
2316,2317,0.8738739
2316,2432,0.7881356
2339,2358,1.0
2353,2398,1.0
2357,2376,0.84126985
2382,2383,1.0
2432,2581,0.7711864
2474,2475,0.90909094
2498,2611,1.0
2505,2827,0.8396947
2538,2844,1.0
2566,2657,1.0
2567,2659,1.0
2590,2592,0.85638297
2591,2593,0.71638143
2614,2844,1.0
2652,2773,0.77837837
2652,2653,0.8
2653,2773,0.97306395
2676,2721,1.0
2699,2701,0.99421966
2699,2700,0.80924857
2856,2857,0.90967745
2877,2879,0.91463417
2877,2880,0.91463417
2878,2881,0.9894737
